ID,Street Name,Street Qualifier,Begin Measure,End Measure,School,Speed Limit,Effective Days,Effective Time,Legislation Link,Location
35,Worth St,A,129.34967,271.52459,Cecil Rhodes School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.193118167833 49.91626472991, -97.193014107325 49.916400547795, -97.192967151619 49.916462006952, -97.192920195733 49.916523466163, -97.192709470613 49.916798261522, -97.192498690951 49.917073124416, -97.192448886015 49.917137846362, -97.192404293458 49.917195794606, -97.192340494723 49.917279434669, -97.192240363855 49.917410704826)"
350,Beresford Ave,A,448.36354,947.64374,Lord Roberts Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.136979301839 49.859566591509, -97.137998250307 49.859222887265, -97.13812228989 49.859181046187, -97.14124507068 49.858127453851, -97.14213230177 49.857828087787, -97.142256331002 49.857786237418, -97.142380360022 49.857744386913, -97.143136080957 49.857489383535)"
16,Varennes Ave,A,30.00475,139.3678,Ecole Varennes,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.109059142334 49.858194756307, -97.107821947826 49.858610934714, -97.107709576568 49.85864851956)"
179,Day St,A,415.82444,669.24696,Ecole Centrale,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.00252676913 49.897052186961, -97.002530984345 49.897363221958, -97.00253246896 49.897472769816, -97.002533955262 49.897582442164, -97.002542137461 49.898186196918, -97.002543314364 49.898273039261, -97.002544588663 49.898367068388, -97.002552749289 49.898969232875, -97.002553974096 49.899059610227, -97.002555200311 49.899150091597, -97.002557650101 49.899330859441)"
189,Kenny St,A,88.90371,347.36541,Ecole Precieux-Sang,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.119868562853 49.876768489663, -97.119909767272 49.877203689119, -97.119894181025 49.877254866359, -97.11998116588 49.878241779869, -97.120019890912 49.878544988669, -97.120064045503 49.878806887703, -97.12009011682 49.879086152693)"
244,Ashworth St,A,1192.0408,1485.15707,Ecole Julie-Riel,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.091890428529 49.825036808606, -97.091731135764 49.824841813666, -97.091414000679 49.824459018047, -97.090716579004 49.823617176303, -97.090134664934 49.822914735964, -97.089967596045 49.822713059468)"
267,Matheson Ave,A,340.25696,649.44253,Faith Academy,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.130798541625 49.931680561366, -97.13109136828 49.931774911895, -97.131214062113 49.931814421928, -97.131338981567 49.931854648461, -97.132806468717 49.932327647192, -97.134219262724 49.932782991152, -97.134360166896 49.932828403206, -97.134501191598 49.93287385385, -97.134652121958 49.93292249669)"
290,Agnes St,A,288.47358,607.758,John M. King School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.162015673096 49.892405672132, -97.161971078856 49.893038254792, -97.161813471875 49.895273798398)"
308,Dalhousie Dr,A,869.10181,1213.89767,Dalhousie School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.147204941739 49.796759455608, -97.146922967778 49.796407977126, -97.146847546328 49.796296193762, -97.14660947829 49.795943345603, -97.146590067262 49.795907954574, -97.146465816371 49.795681413695, -97.146358608314 49.795547225441, -97.146169672327 49.795310739427, -97.145841986962 49.79490571433, -97.145809662196 49.794865759919, -97.145492156291 49.794473306682, -97.14531083646 49.794249183532, -97.145093043963 49.79397997472)"
311,Spruce St,A,225.81308,578.77352,Isaac Brock School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.187899702242 49.884840373833, -97.187895442628 49.884895675511, -97.18784912931 49.885495368317, -97.187746935158 49.88681857797, -97.187684562537 49.887626129445, -97.187654884089 49.888010376575)"
332,Blenheim Ave,A,124.33839,525.71395,Glenwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.109001909506 49.864443401209, -97.108419934521 49.864636633418, -97.108339193454 49.864684987925, -97.108258535214 49.864733292674, -97.107573854448 49.864960495372, -97.105053860149 49.865796885959, -97.104069079885 49.86612371333)"
341,Buchanan Blvd,B,552.46578,980.60514,Buchanan School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.316236226828 49.885723672625, -97.316132068764 49.886763394458, -97.315903786192 49.889041969634, -97.315851309675 49.889565723428)"
192,Betsworth Ave,A,346.78423,606.05621,Beaumont School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.297090494125 49.85495711151, -97.297219292823 49.854962190312, -97.297358890459 49.854967623151, -97.297498488095 49.854973055822, -97.298603407825 49.855016529523, -97.298760446417 49.855022055595, -97.298934396708 49.855028176528, -97.299832038781 49.855063484405, -97.300009810484 49.855071162731, -97.300187697308 49.855078845754, -97.300690065452 49.855098601364)"
219,John Forsyth Rd,B,179.32367,452.25818,Ecole Christine-Lesperance,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.09312225417 49.808491731349, -97.092893355351 49.808594311213, -97.092382290331 49.808814436857, -97.092123001459 49.808913120281, -97.091970528464 49.808981068996, -97.091649925846 49.80911563786, -97.091264288096 49.809272013567, -97.090735270265 49.809452937615, -97.090538844293 49.809520084636, -97.090457404819 49.80954792407, -97.089880909979 49.809761664657)"
280,John Forsyth Rd,A,62.08164,377.32074,Ecole Saint-Germain,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.100793804156 49.814709612616, -97.10065377745 49.813832934908, -97.100619682488 49.813619471293, -97.100581921561 49.813383049281, -97.100576397866 49.813343458028, -97.100569383858 49.813217589316, -97.100578342304 49.813091772272, -97.100603212754 49.81296685417, -97.100643827605 49.812843676227, -97.100699913235 49.812723067932, -97.100769214626 49.812593556154, -97.100798850715 49.812538175136, -97.100903296156 49.812342996626, -97.100964633635 49.812228373201, -97.101120411937 49.811937262353)"
284,Brock St,A,537.79048,855.10951,Queenston School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.187780912402 49.87253516869, -97.187807614331 49.872232653945, -97.187832841425 49.871946844054, -97.187964282542 49.870457621226, -97.187972316499 49.870366593359, -97.188032465875 49.869686350527)"
299,Lansdowne Ave,A,2064.11433,2392.24982,Inkster School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.138746950544 49.933158657961, -97.139288876027 49.933333199915, -97.139414017277 49.933373462446, -97.139555117003 49.933418859163, -97.141783610652 49.934136545202, -97.141924513416 49.934182002811, -97.142065475467 49.934227479292, -97.142837403993 49.934475999592)"
316,Clifton St,A,568.6251,928.05089,Isaac Brock School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.186135017317 49.885152979877, -97.186112875825 49.885439256614, -97.185981316063 49.887139292354, -97.185947849236 49.887570090255, -97.185884849733 49.888381019645)"
352,Aberdeen Ave,A,3183.7305,3690.64032,King Edward Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.168023726582 49.92821700701, -97.168322241474 49.9283134482, -97.168365211053 49.928327330285, -97.168774919013 49.928459692521, -97.16888603331 49.928495557364, -97.169070530338 49.928555107919, -97.169181713344 49.928590994516, -97.16959485267 49.928723189017, -97.172590676047 49.929681714072, -97.172604720001 49.929686207218, -97.173370365628 49.92993115989, -97.173751510471 49.930053096598, -97.173903389713 49.930101693942, -97.174055269279 49.930150291094, -97.174348369237 49.930244039516)"
354,Perth Ave,A,783.57651,1323.90249,Seven Oaks Middle School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.123115712552 49.936828432342, -97.123835817062 49.937060683251, -97.123987250533 49.937109451558, -97.124137582344 49.93715786479, -97.126373086579 49.937878721875, -97.1264982851 49.937919091101, -97.126623787771 49.937959558196, -97.12888689179 49.938689242473, -97.129008987908 49.938728607409, -97.129131435239 49.938768085387, -97.129850148481 49.938999801279)"
355,Lanark St,A,1661.44637,2296.36493,J. B. Mitchell School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.198089169899 49.861783939509, -97.198108753391 49.861569326556, -97.198213240224 49.860424231886, -97.198528988134 49.8569635007, -97.198540303342 49.856839470643, -97.198609187522 49.856084390648)"
200,Donalda Ave,A,338.84018,603.2522,St. Alphonsus School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.104711794157 49.921103238552, -97.103763903558 49.920788442714, -97.101437095223 49.920015656361)"
229,Beverley St,A,1290.70304,1570.74877,Wellington School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.164925487495 49.898247037443, -97.164914893578 49.89839084979, -97.164880475018 49.898858074466, -97.164786089948 49.90013928056, -97.164740241138 49.900762445779)"
279,Queenston St,A,547.27079,862.34589,Queenston School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.186504524583 49.87248896085, -97.186528723036 49.872214898989, -97.186556509163 49.871900200151, -97.186688542101 49.870411036185, -97.186754794972 49.869660307389)"
307,La Verendrye St,A,433.91185,777.58071,Ecole Tache,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.121491012925 49.895298755167, -97.120853260599 49.895461673769, -97.120300005427 49.895599988159, -97.117982998711 49.896192026639, -97.117040803151 49.89643275768)"
329,Gertrude Ave,A,309.03128,701.5972,Gladstone School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.142443641733 49.87645706415, -97.142649385976 49.876388123426, -97.143176687676 49.87621143273, -97.143299436381 49.876166292928, -97.14345993961 49.876107268891, -97.143872862887 49.875968782062, -97.143977900529 49.875938568619, -97.144085072898 49.875907740997, -97.14631715232 49.875159273096, -97.14684467687 49.874982372154, -97.146968921575 49.87494073777, -97.147292331806 49.874832362079)"
407,Edward Turner Dr,B,0,225.8,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.032969530481 49.832777686266, -97.032963859685 49.83278365968, -97.032954125158 49.832796185567, -97.032946067824 49.832809200278, -97.032939745728 49.832822610058, -97.032935204413 49.832836318307, -97.032932476596 49.832850226271, -97.032931581929 49.832864233762, -97.032932526859 49.832878239872, -97.03293530458 49.832892143703, -97.032954361353 49.832943138241, -97.032957275521 49.832958141605, -97.032958262705 49.832973249426, -97.03295731615 49.832988358335, -97.032954442329 49.833003364955, -97.032949660906 49.833018166606, -97.032943004592 49.833032662015, -97.03293451893 49.833046751999, -97.03292426198 49.833060340155, -97.032843421159 49.833157070507, -97.032840369582 49.833160671907, -97.032796172259 49.833212820779, -97.032745556816 49.833272375595, -97.032742387036 49.833275943199, -97.032739208775 49.833279507646, -97.032736022042 49.833283068926, -97.032732826843 49.833286627031, -97.032729623185 49.833290181953, -97.032726411078 49.833293733684, -97.032723190528 49.833297282214, -97.032719961542 49.833300827536, -97.03271672413 49.833304369641, -97.032713478297 49.833307908521, -97.032710224052 49.833311444167, -97.032706961403 49.833314976572, -97.032703690357 49.833318505726, -97.032700410922 49.833322031621, -97.032697123106 49.833325554249, -97.032693826917 49.833329073602, -97.032690522361 49.833332589671, -97.032687209448 49.833336102449, -97.03268390214 49.83333959718, -97.032673850564 49.83335020006, -97.032589914012 49.833438739998, -97.032474018536 49.833569591833, -97.032470646094 49.833573155422, -97.032467299135 49.833576704479, -97.03246396072 49.833580256901, -97.032460630859 49.83358381268, -97.032457309558 49.833587371807, -97.032453996826 49.833590934274, -97.032450692672 49.833594500072, -97.032447397102 49.833598069192, -97.032444110125 49.833601641626, -97.032440831749 49.833605217365, -97.032437561982 49.833608796401, -97.032434300831 49.833612378724, -97.032431048305 49.833615964327, -97.03242797814 49.833619360996, -97.032427804412 49.833619553199, -97.032424569159 49.833623145334, -97.032421342555 49.833626740721, -97.032418124606 49.833630339353, -97.032414915322 49.83363394122, -97.032411714709 49.833637546314, -97.032408522775 49.833641154626, -97.032405339529 49.833644766148, -97.032402164977 49.83364838087, -97.032398999128 49.833651998784, -97.032395841989 49.833655619881, -97.032392693569 49.833659244152, -97.032389553873 49.833662871589, -97.032386422911 49.833666502183, -97.032383300689 49.833670135924, -97.032380187216 49.833673772805, -97.032377082499 49.833677412816, -97.032373986544 49.833681055948, -97.032370899361 49.833684702193, -97.032367820956 49.833688351542, -97.032364751337 49.833692003986, -97.0323616905 49.833695659513, -97.032361682785 49.833695668743, -97.032361675052 49.833695677979, -97.032000357229 49.834127996784, -97.032000348719 49.834128006988, -97.03200034022 49.834128017156, -97.031997476492 49.834131450648, -97.031994621867 49.83413488731, -97.031991776366 49.834138327136, -97.031988939997 49.834141770116, -97.031986112769 49.83414521624, -97.031983294691 49.834148665498, -97.03198048577 49.834152117879, -97.031977686015 49.834155573374, -97.031974895434 49.834159031973, -97.031972114035 49.834162493664, -97.031969341826 49.834165958439, -97.031966578817 49.834169426286, -97.031963825014 49.834172897196, -97.031961080426 49.834176371158, -97.031958345061 49.834179848162, -97.031955618927 49.834183328197, -97.031952902032 49.834186811255, -97.031950194385 49.834190297324, -97.031947495992 49.834193786393, -97.031944806863 49.834197278454, -97.031942127004 49.834200773495, -97.031939456424 49.834204271506, -97.031936795131 49.834207772477, -97.031934143133 49.834211276397, -97.031931500437 49.834214783257, -97.031928867051 49.834218293045, -97.031926242983 49.834221805753, -97.031923628241 49.834225321368, -97.031921022832 49.834228839881, -97.031918426764 49.834232361282, -97.031915840045 49.834235885559, -97.031913247387 49.834239433636, -97.031848597791 49.834340526491, -97.0318449065 49.834346293728, -97.031764639742 49.834473248056, -97.031708024888 49.834593752942, -97.031707821302 49.834594276614, -97.03170409171 49.834603869992)"
408,Edward Turner Dr,A,0,224.9,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.033391284815 49.832938021729, -97.033386305094 49.832943775791, -97.033374869741 49.832954694843, -97.033362041208 49.832964945826, -97.033347912305 49.832974454577, -97.033332585249 49.832983152303, -97.033316170926 49.832990976078, -97.033298788089 49.832997869299, -97.033280562497 49.833003782097, -97.033261626008 49.833008671693, -97.033242115621 49.833012502713, -97.033236762802 49.833013558276, -97.033160341797 49.833027366947, -97.033136446357 49.833032437638, -97.033113344212 49.833038864965, -97.033091219038 49.83304659783, -97.033070246742 49.83305557475, -97.033050594064 49.833065724354, -97.033032417256 49.833076965949, -97.033015860835 49.833089210156, -97.033001056433 49.833102359628, -97.032988121757 49.833116309819, -97.032881979631 49.833243298199, -97.032878840844 49.833247061129, -97.032875698194 49.833250843203, -97.032872564933 49.833254628535, -97.032869441068 49.833258417114, -97.032866326608 49.833262208932, -97.03286322156 49.833266003979, -97.032860125933 49.833269802244, -97.032857039735 49.833273603717, -97.032853962973 49.83327740839, -97.032850895656 49.833281216252, -97.032847837791 49.833285027293, -97.032844789386 49.833288841504, -97.03284175045 49.833292658875, -97.032838720989 49.833296479396, -97.032835701012 49.833300303057, -97.032832690527 49.833304129848, -97.032829689541 49.833307959759, -97.032826698062 49.833311792781, -97.032823716098 49.833315628904, -97.032820743656 49.833319468118, -97.032817780744 49.833323310412, -97.03281482737 49.833327155777, -97.032811883542 49.833331004204, -97.032808949266 49.833334855682, -97.032806024551 49.8333387102, -97.032803109403 49.833342567751, -97.032800203832 49.833346428322, -97.032797307843 49.833350291905, -97.032794421444 49.83335415849, -97.032791544644 49.833358028066, -97.032788677449 49.833361900623, -97.032785819867 49.833365776153, -97.032782971904 49.833369654643, -97.032598240467 49.833612259003, -97.032595474065 49.833616042258, -97.032592712493 49.83361980372, -97.032589941857 49.833623562393, -97.032587162164 49.833627318266, -97.03258437342 49.833631071332, -97.032581575632 49.833634821581, -97.032578768806 49.833638569004, -97.032575952951 49.833642313591, -97.032573128071 49.833646055333, -97.032570294175 49.833649794223, -97.03256745127 49.833653530249, -97.032564599361 49.833657263404, -97.032561738457 49.833660993678, -97.032558868564 49.833664721062, -97.032555989688 49.833668445548, -97.032553101838 49.833672167125, -97.032550205019 49.833675885785, -97.03254729924 49.833679601519, -97.032544384507 49.833683314319, -97.032541460827 49.833687024174, -97.032538528207 49.833690731075, -97.032535586655 49.833694435015, -97.032532636178 49.833698135984, -97.032529676782 49.833701833972, -97.032526708475 49.833705528971, -97.032523731264 49.833709220973, -97.032520745157 49.833712909967, -97.03251775016 49.833716595945, -97.032514746282 49.833720278898, -97.032511733528 49.833723958816, -97.032508711907 49.833727635692, -97.032505681427 49.833731309516, -97.032502642093 49.83373498028, -97.032499593914 49.833738647973, -97.032496536908 49.833742312592, -97.032155724619 49.834150097998, -97.032130842501 49.834179730749, -97.03212503124 49.834186829493, -97.032122185832 49.834190254873, -97.032119349427 49.834193683376, -97.032116522031 49.83419711499, -97.032113703655 49.834200549707, -97.032110894304 49.834203987517, -97.032108093989 49.834207428409, -97.032105302716 49.834210872374, -97.032102520494 49.834214319401, -97.032099747331 49.834217769481, -97.032096983235 49.834221222604, -97.032094228214 49.83422467876, -97.032091482275 49.834228137938, -97.032088745427 49.834231600129, -97.032086017678 49.834235065323, -97.032083299036 49.83423853351, -97.032080589508 49.834242004679, -97.032077889102 49.834245478822, -97.032075197826 49.834248955927, -97.032072515688 49.834252435984, -97.032069842695 49.834255918985, -97.032066805836 49.834259893057, -97.031985221263 49.83437901995, -97.031898193465 49.834503471359, -97.031870998557 49.834544877337, -97.031829215595 49.834634990568)"
227,Donwood Dr,A,1404.83567,1684.70208,Donwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.068804094202 49.941688377323, -97.06792803672 49.941397438277, -97.066871128604 49.941046425272, -97.065814056459 49.940695343144, -97.065336863169 49.940536849602)"
27,McKenzie St,A,770.27689,903.66039,Strathcona School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.149482665927 49.920299732182, -97.149371028679 49.920443853994, -97.149277980669 49.920563976656, -97.149042453679 49.92086803306, -97.148853188498 49.921112364034, -97.148791684491 49.921191762973, -97.148717680329 49.921287298657, -97.148651706268 49.921372466356)"
285,Holly Ave,A,206.97917,524.76197,Ecole Crane,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.142423265738 49.836444884474, -97.142470451503 49.836428925266, -97.143052468379 49.83623207258, -97.143598810754 49.836047281752, -97.143843289561 49.835964589735, -97.143951841335 49.835927873145, -97.144072688912 49.835886997431, -97.144991700372 49.835576142813, -97.145033510989 49.835562000147, -97.145579855387 49.835377194054, -97.14616535757 49.83517913801, -97.14633836536 49.835120614307)"
291,Carpathia Rd,A,736.90054,1056.35204,Carpathia School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.204093466291 49.868282671373, -97.204299473462 49.866109712961, -97.204365292601 49.865415407255)"
322,William Ave W,A,357.16361,730.23785,Cecil Rhodes School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.188582301764 49.915058882879, -97.188593312907 49.915062406687, -97.189186751514 49.915252317572, -97.189320773949 49.91529520651, -97.192267610717 49.916238174952, -97.192841661288 49.9164218544, -97.192967151619 49.916462006952, -97.193092642256 49.9165021594, -97.193237537986 49.916548520682)"
323,Cathcart St,A,1722.93354,2098.06278,Pacific Junction School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.254360674134 49.85279974472, -97.254369482786 49.852703687966, -97.254381436883 49.852573330321, -97.25440398786 49.852327413109, -97.254417180094 49.852182160967, -97.254437538527 49.851958003928, -97.254493384309 49.851348824551, -97.254527100903 49.850981027247, -97.254594577512 49.850244939743, -97.254619938921 49.849968271073, -97.254642170042 49.849725748095, -97.254669071081 49.849432276488)"
361,Donan St,A,41.5,307.9,École Rivière-Rouge,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.101911655633 49.955844134918, -97.100987275722 49.956663059556, -97.100308513408 49.957287525421, -97.099964715036 49.957603814398, -97.099756993332 49.957794912476)"
362,Murray Ave,A,286.5,400.4,École Rivière-Rouge,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.102577611745 49.955690805649, -97.102663289603 49.955729853152, -97.103868740899 49.956286700909)"
363,Swinford Way,A,18.9,304.9,École Rivière-Rouge,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.104481898566 49.956774826698, -97.103884803947 49.957323902571, -97.103794943667 49.957405398987, -97.103734539855 49.957462267321, -97.103681592599 49.957522148895, -97.103636460896 49.957584637725, -97.103599450761 49.957649310152, -97.103570813147 49.957715727708, -97.103550742247 49.957783440095, -97.103539374176 49.957851988231, -97.103499530425 49.958260522482, -97.103485532162 49.958395084041, -97.103478137048 49.958466170959, -97.103456071062 49.958542138908, -97.103423930805 49.958616595926, -97.103381955778 49.958688987075, -97.103330458784 49.95875877281, -97.103269823602 49.958825433004, -97.10298665545 49.959083903458)"
417,Woodlawn Ave,A,1404.1,1490.38772,St. Amant School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.131073728422 49.817777765969, -97.131165694033 49.817745995427, -97.131427223657 49.817655646674, -97.132058459072 49.817437575456, -97.13213174397 49.817412489743)"
231,Civic St,A,14.87955,295.78287,Beaumont School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.300022382719 49.854937603561, -97.300259712701 49.852416208206)"
276,Winchester St,A,163.90292,477.33446,Linwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.229311131666 49.879019506934, -97.229062643199 49.881641860364, -97.229044553373 49.881832755944)"
29,De La Morenie St,A,594.09964,729.16968,Ecole Provencher,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.113276204876 49.889807551116, -97.113309168774 49.890060728182, -97.113310931453 49.890074267242, -97.113326942065 49.89019724368, -97.113344715434 49.890333760255, -97.113362490355 49.890470276221, -97.113380263913 49.890606791689, -97.113398038972 49.890743308496, -97.113433783631 49.891017853232)"
320,Patricia Ave,A,143.51069,515.57696,Ecole Saint-Avila,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.131960476065 49.799165930242, -97.133487105098 49.798648223638, -97.134654831555 49.798252205948, -97.134744835759 49.798221681549, -97.134834866421 49.798191148068, -97.136538980963 49.797613184889)"
324,Waterford Ave,A,146.16879,522.61868,Ecole Viscount Alexander,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.14431197179 49.84733022782, -97.144676529964 49.847207091053, -97.145356293446 49.846976634414, -97.148209989518 49.84601236457, -97.148304855353 49.845980285868, -97.148951152692 49.845761812501)"
337,Buchanan Blvd,A,750.79288,1167.22854,Buchanan School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.316380660783 49.885760447245, -97.316279574034 49.886769540691, -97.316051297049 49.889048129366, -97.316006277502 49.889497471614)"
340,Stradford St,A,768.21932,1192.17923,Manitoba School for the Deaf,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.319371187448 49.893529351229, -97.319332230659 49.893918686135, -97.319324023789 49.894000705412, -97.319315816888 49.894082724688, -97.31908310197 49.896404981354, -97.319012947897 49.897104997777, -97.318990007768 49.897333895658)"
406,Ranville Rd,Service Road Small_1520251,82.5,97.85508,École Sage Creek,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.033404854086 49.832804782646, -97.033411454325 49.832816832294, -97.033416605779 49.832829592931, -97.033420062118 49.83284259057, -97.033421798335 49.832855731178, -97.033421801867 49.832868919688, -97.033420072688 49.832882060684, -97.033416623306 49.832895059097, -97.033411478675 49.832907820887, -97.033404676013 49.832920253725, -97.033396264535 49.832932267666, -97.033391284815 49.832938021729)"
