ID,Street Name,Street Qualifier,Begin Measure,End Measure,School,Speed Limit,Effective Days,Effective Time,Legislation Link,Location
249,Grey St,A,1762.16029,2056.96471,Sherwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.087356832687 49.911880488, -97.087051182611 49.912079200959, -97.086620683716 49.912359077956, -97.086092310134 49.912702578772, -97.085529265805 49.913068611237, -97.085156345033 49.913311040648, -97.085147707023 49.91331802639, -97.085020043702 49.913447903946, -97.084948102882 49.913521092153, -97.084738750814 49.913783228611, -97.084674751034 49.913863364136)"
31,Powers St,A,638.76911,775.23423,William Whyte School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.142986074168 49.916552701754, -97.142889122667 49.916678971036, -97.142818503913 49.916770944167, -97.142747712878 49.916863141272, -97.14253769139 49.917136667498, -97.142333025616 49.917403215167, -97.142270037534 49.917485247385, -97.14220670527 49.917567727523, -97.142141902768 49.917652122077)"
155,Ness Ave,A,6689.47071,6926.4134,Ness Middle School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.293762838923 49.888214490959, -97.294331843736 49.888238259207, -97.29500075134 49.888266196956, -97.295034599572 49.888267674667, -97.295155659579 49.888275606226, -97.29527550126 49.888289223307, -97.295357957311 49.888302037228, -97.29543929773 49.888317544533, -97.295549947472 49.88834345351, -97.295644441214 49.8883680515, -97.296028217117 49.888468077089, -97.296155443244 49.888497383406, -97.296285924219 49.888519938634, -97.29641880335 49.888535594684, -97.29643423093 49.888536621232, -97.296649369736 49.888545725431, -97.296989444938 49.888560115841)"
156,Kay Cres,A,105.85246,343.8403,Lakewood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.308914900543 49.895006841166, -97.308933670651 49.894820022865, -97.308956294623 49.894594845002, -97.309079372906 49.893369797372, -97.309129463277 49.892871207681)"
166,Warsaw Ave,A,1149.81855,1394.15278,Ecole La Verendrye,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.155569963947 49.868037273384, -97.155744190583 49.867979206803, -97.15586850704 49.867937774159, -97.155992860557 49.867896328899, -97.15635230769 49.86777652912, -97.15788438094 49.86726588662, -97.158008716436 49.867224444024, -97.158133036867 49.867182981885, -97.158591162116 49.867030291125)"
20,Rosseau Ave E,A,294.08294,415.95685,Wayoata School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-96.991657795476 49.898322210061, -96.990994171525 49.898324926517, -96.99098205677 49.898324635073, -96.990970027213 49.89832366387, -96.990958174092 49.898322020273, -96.990946587305 49.898319716749, -96.990935354732 49.898316770767, -96.990924561566 49.898313204672, -96.990914289667 49.89830904551, -96.99090461694 49.898304324827, -96.990895616749 49.898299078426, -96.990887357353 49.898293346097, -96.990879901397 49.898287171319, -96.990873305427 49.898280600922, -96.990867619472 49.898273684739, -96.990862886654 49.898266475225, -96.99085914287 49.898259027062, -96.990856416512 49.898251396737, -96.990854728259 49.898243642123, -96.990854090915 49.898235822035, -96.990849862517 49.897933653973, -96.990846727143 49.897709595231)"
226,Whitehall Blvd,A,111.56406,388.81731,Arthur Day School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-96.987395948584 49.902485555266, -96.985126594184 49.9024689234, -96.984413871024 49.902463690756, -96.984383933907 49.902462646354, -96.984354242745 49.902459961395, -96.984325012649 49.90245565533, -96.984296455389 49.902449759358, -96.984268777859 49.902442316193, -96.98424218058 49.90243337976, -96.984216856246 49.902423014805, -96.984208988278 49.902419142599, -96.984192361616 49.902410959814, -96.984169590826 49.902397569018, -96.984148717931 49.902382944774, -96.984129902476 49.902367198865, -96.984113288282 49.902350451651, -96.984099002341 49.902332831144, -96.984087153849 49.902314472031, -96.983962664936 49.902095021828, -96.983931606086 49.902040271124)"
228,Inkster Garden Dr,A,155.81333,435.7118,Meadows West School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.19722826876 49.949399766187, -97.197389311728 49.949432978326, -97.19766051464 49.949506618856, -97.197788836648 49.949550059604, -97.197908358661 49.9495905211, -97.198710211487 49.94997126003, -97.19958080675 49.950425420553, -97.199707598801 49.950499175821, -97.199833025206 49.950572136335, -97.200355103619 49.950875755236)"
23,Perth Ave,A,144.0981,270.72017,Governor Semple School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.115282524936 49.934462627544, -97.11590512443 49.934662677767, -97.115958147348 49.934679714568, -97.116684359206 49.934913050168, -97.116861704587 49.934970031122)"
239,Paddington Rd,A,1031.66742,1322.0687,George McDowell School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.109488956897 49.811838297319, -97.109499448019 49.811737579873, -97.109495819748 49.81162035568, -97.109476405639 49.811503782991, -97.109441353776 49.811388750285, -97.109428498536 49.811356283428, -97.109385457527 49.811265784804, -97.10933266987 49.811177473595, -97.109270398011 49.811091788768, -97.109258361629 49.811076868687, -97.109060006652 49.810834736803, -97.10870307521 49.810399022013, -97.108425300047 49.810059929115, -97.108341288413 49.809957371329, -97.108294393339 49.809900123629, -97.108274578079 49.809875934116, -97.10825472496 49.809851698361, -97.108195502713 49.809779401281, -97.108145917589 49.809718869114, -97.108096332587 49.809658336926, -97.108046747707 49.809597804717, -97.108037610239 49.809586649864, -97.107997162439 49.809537271865, -97.107947578279 49.809476741138, -97.107938011648 49.809465062305)"
110,Cockburn St N,A,510.46611,715.19162,Earl Grey School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.150814609635 49.868395300463, -97.150760197186 49.868327148716, -97.150565941388 49.868083841031, -97.150500080263 49.86800211679, -97.150227871593 49.867664341473, -97.150020268148 49.867406729239, -97.149955645795 49.867326789763, -97.149679895987 49.86698567617, -97.149499391391 49.86676238192)"
157,McIntosh Ave,A,36.27667,277.64967,Lord Selkirk School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.115260727945 49.912808908752, -97.115130380834 49.912765675808, -97.112534181456 49.911904533727, -97.112270963195 49.91181722105)"
158,Manahan Ave,A,36.27302,277.98587,St. Maurice School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.151641463861 49.830875291077, -97.151641463883 49.83087529107, -97.151962780272 49.830766562794, -97.153741496393 49.830164648823, -97.153831603483 49.830134155629, -97.153921708777 49.830103662934, -97.154618830823 49.829867744909)"
194,Scurfield Blvd,A,3852.05116,4112.19181,Henry G. Izatt Middle School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.215915992987 49.806685371825, -97.21584876518 49.806786264535, -97.21567531566 49.807010958614, -97.215560386159 49.807113827444, -97.215432731226 49.807210207324, -97.215293221644 49.807299440755, -97.215142809085 49.80738091899, -97.214734915689 49.807583937642, -97.214543630542 49.807679143909, -97.213991977974 49.807953708007, -97.213529725646 49.808183772591, -97.21346536807 49.808216980576, -97.213349957626 49.808283903359)"
22,Wellington Ave,A,394.54888,520.63842,Wellington School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.164461182287 49.900129158623, -97.164786089948 49.90013928056, -97.164953521274 49.900144496237, -97.165364100579 49.900157224858, -97.165942009456 49.900175138493, -97.166105551188 49.900180207326, -97.16621452848 49.90018360288)"
221,Rothesay St,A,991.09222,1265.99606,Chief Peguis Junior High,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.076862786718 49.941365646355, -97.076697747458 49.941572384339, -97.076398292533 49.941949571662, -97.076046298871 49.942392926988, -97.075389210582 49.943209326227, -97.075273733647 49.943336375318, -97.075145802274 49.943458354748, -97.0750481357 49.943539644157)"
222,Des Meurons St,A,731.37919,1006.54374,Glenwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.104575412545 49.865193687527, -97.10476161421 49.865428441558, -97.105053860149 49.865796885959, -97.105335133563 49.86615163265, -97.105601553956 49.866487641192, -97.105869271825 49.866825330213, -97.106136322363 49.867162172817, -97.106321428966 49.867395650675)"
281,Union Ave E,A,267.6261,582.87734,George V School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.092157875364 49.908631328406, -97.091939649835 49.908558882987, -97.091253436601 49.908330985609, -97.088647198728 49.90746537513, -97.088254362467 49.907334894597)"
282,College Ave,A,94.25294,410.36813,Machray School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.131065974886 49.918935695733, -97.131614525689 49.919112599434, -97.133296103051 49.91965487198, -97.133609554739 49.919755949392, -97.134118500179 49.919918642637, -97.134260926138 49.919964170975, -97.135005755046 49.920204338674)"
310,King Edward St,A,6402.52754,6751.97009,Tyndall Park Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.206763010426 49.935267842038, -97.206763252761 49.935493247082, -97.206763328053 49.935562810416, -97.206763425964 49.935653894697, -97.206763541317 49.935761210106, -97.20676411741 49.936296718332, -97.206764209998 49.936382839524, -97.206764304106 49.936470377547, -97.206764891064 49.937016071552, -97.20676500137 49.937111738881, -97.206765106865 49.937203238385, -97.206765748449 49.937752804269, -97.206765849455 49.93784029098, -97.206765945522 49.937923502811, -97.20676624047 49.938210211498, -97.206766446122 49.938410141365)"
314,Fleet Ave,A,1900.03587,2258.3791,Rockwood School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.166942416417 49.862508679156, -97.16746846263 49.862332822146, -97.167609897356 49.86228555417, -97.167750956112 49.86223838125, -97.170286726129 49.861390322779, -97.170693277334 49.861254348514, -97.170817479181 49.861212812985, -97.170958148955 49.861165764041, -97.171369826291 49.861028071367)"
111,Muriel St,A,494.74158,700.38143,Ness Middle School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.296815912395 49.886902394479, -97.296649369736 49.888545725431, -97.296628915021 49.888747675219)"
12,Chisholm Dr,A,125,241.99641,Prairie Rose Elementary School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.223550609409 49.944347930778, -97.223550040334 49.944000014607, -97.223549400642 49.943990771312, -97.223547516662 49.943981599029, -97.223544402695 49.943972567382, -97.223540082378 49.943963744925, -97.223534588507 49.943955198625, -97.223527962782 49.943946993353, -97.223520255498 49.943939191393, -97.223511525156 49.943931851964, -97.223501838026 49.943925030777, -97.223491267637 49.943918779608, -97.223479894226 49.943913145907, -97.223467804122 49.943908172436, -97.223455089095 49.943903896947, -97.22344184566 49.943900351892, -97.22342817434 49.943897564181, -97.223414178908 49.943895554974, -97.223399965596 49.94389433952, -97.223385642291 49.943893927048, -97.222552568803 49.94389337635)"
137,Flamingo Ave,A,154.0662,380.02865,Athlone School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.276374839354 49.886217740916, -97.275808478914 49.88619628538, -97.274072343635 49.886130497674, -97.274054005899 49.886130316841, -97.274035713565 49.886131169457, -97.274017605878 49.886133049031, -97.273999820682 49.886135941254, -97.273982493365 49.886139824111, -97.273965755826 49.886144668043, -97.27394973548 49.886150436177, -97.273934554278 49.886157084604, -97.273920327786 49.886164562714, -97.273907164301 49.886172813579, -97.27389516403 49.886181774393, -97.273884418323 49.886191376941, -97.273875008982 49.886201548126, -97.273867007634 49.886212210521, -97.273860475191 49.886223282959, -97.27385546138 49.886234681153, -97.27385200437 49.886246318335, -97.273850130478 49.886258105918, -97.273820299743 49.886585998805)"
159,Alcrest Dr,A,16.08289,258.18232,Chapman School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.26221364161 49.870023631523, -97.262381823156 49.86817119127, -97.262361272734 49.868058050653, -97.262379949632 49.867850858966)"
186,Beaverhill Blvd,A,1525.35504,1782.6973,Shamrock School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.064374132082 49.845309006524, -97.064310342856 49.845425568848, -97.064255730853 49.845556629679, -97.064233647481 49.845620656478, -97.064218284165 49.845685499825, -97.064198512753 49.845776938012, -97.064180127505 49.845934273996, -97.064181276222 49.846092056772, -97.064201951725 49.846249273831, -97.064242021524 49.846404916284, -97.064249632332 49.846427894336, -97.064586889774 49.847241049006, -97.064618623586 49.847317560356, -97.064718801694 49.847564616897)"
201,Brazier St,A,2961.56866,3226.30008,John Henderson Junior High,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.095490320369 49.931179607361, -97.095377266568 49.931321307058, -97.095356068531 49.9313389276, -97.095334868866 49.931356549478, -97.095141381961 49.931599067645, -97.095092793943 49.931659968638, -97.094830571251 49.93198863985, -97.094515714649 49.93238327578, -97.094200836428 49.932777930741, -97.093885997086 49.933172529897, -97.093791070394 49.933291503373)"
203,Redonda St,A,1431.1116,1696.29104,Harold Hatcher School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-96.979077819525 49.906083520981, -96.979085566906 49.906210125633, -96.979101568516 49.906306110438, -96.979111871365 49.906367911345, -96.97918051642 49.906620242681, -96.979197016853 49.906667068441, -96.979199066599 49.906672885308, -96.979202034163 49.906680933851, -96.979318170619 49.90694286768, -96.979362546926 49.907028582275, -96.97941911746 49.907137850049, -96.979535210124 49.907399656536, -96.979592611776 49.907577030742, -96.979633932567 49.907756261763, -96.979660877295 49.907957585299, -96.97966753598 49.908159613714, -96.979670840149 49.90842325849)"
204,Grey St,A,562.36728,828.38257,Red River Valley Jr. Academy,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.095893707826 49.902522266277, -97.095651802072 49.903086094111, -97.095610411908 49.903182563843, -97.095450423322 49.903555451821, -97.095288570418 49.903932678688, -97.095177846374 49.904190737035, -97.095010821788 49.904580006299, -97.09497384711 49.90466617896, -97.094904654675 49.904827436982)"
321,Strathmillan Rd,A,429.32046,801.76379,Strathmillan School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.250981200901 49.879451881555, -97.250966436012 49.879620912068, -97.2508410005 49.881056860374, -97.250741520803 49.882195604389, -97.250716110351 49.882483516763, -97.250694905763 49.882725602309, -97.250688761965 49.882795740771)"
187,St John's Ave,A,1502.66134,1760.16066,Faraday School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.144917163947 49.925570649837, -97.145215344564 49.925666518169, -97.145338754177 49.925706195361, -97.145462164668 49.92574587264, -97.145621220636 49.925797010603, -97.145808973481 49.925857373928, -97.145873865428 49.925878236855, -97.145938185727 49.925898915942, -97.146921224417 49.926214957981, -97.146975366652 49.92623236408, -97.147766048689 49.926486554869, -97.148127788708 49.926602845442)"
19,Qu'appelle Ave,A,267.00141,385.17725,Sister MacNamara School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.150372623615 49.8949991341, -97.150813988369 49.894898963248, -97.151725301943 49.894692127515, -97.151735669128 49.894690063916, -97.151746253591 49.894688528112, -97.151756991048 49.894687529429, -97.151767816288 49.894687073934, -97.151778663562 49.894687164392, -97.151935488436 49.894692425325)"
190,Alfred Ave,A,1394.0297,1653.0643,Strathcona School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.145821734208 49.920231602156, -97.146121595767 49.920328556181, -97.14628661918 49.920381912339, -97.146451820479 49.920435325661, -97.147188508714 49.920673491748, -97.148668373441 49.921151900415, -97.148791684491 49.921191762973, -97.148915107998 49.921231661688, -97.149047628302 49.921274500876)"
195,Magnus Ave,A,1072.72715,1334.08517,William Whyte School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.142017931846 49.917403998996, -97.142143150168 49.917444348934, -97.142270037534 49.917485247385, -97.142397606316 49.917526365262, -97.144630464166 49.9182460514, -97.144773899759 49.91829229254, -97.144915404319 49.918337910891, -97.145274437318 49.918453837085)"
196,Euclid Ave,A,316.54847,577.91006,Norquay School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.129696830691 49.907844940984, -97.130196868154 49.908219628607, -97.131281840743 49.909032592184, -97.131479090402 49.909123600186, -97.132311940326 49.909213689078, -97.132345853443 49.90921735008, -97.132434757545 49.909226947441)"
197,Bruce Ave,A,1377.88828,1639.29616,Ecole Bannatyne,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.26417198105 49.883026107074, -97.264766234572 49.883051640571, -97.264845276499 49.883055036561, -97.266475243272 49.88311530462, -97.267803731631 49.88316379296)"
206,Machray Ave,A,1372.92972,1639.30058,Ralph Brown School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.137857959238 49.926745271989, -97.138035953389 49.926802495864, -97.138178390343 49.926848288055, -97.138320987705 49.926894128686, -97.140549745551 49.927610593758, -97.140695630828 49.927657488379, -97.14084065085 49.927704104594, -97.141179321063 49.927812967984)"
215,Red River Blvd W,A,363.17897,634.73547,Riverbend Community School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.09632726571 49.959845110733, -97.096327751652 49.959845175387, -97.096743761971 49.959900527224, -97.096869309588 49.959917231585, -97.096993367639 49.959933737612, -97.097449702573 49.959994452092, -97.097545374604 49.960007180825, -97.098094403298 49.96008022455, -97.098759950739 49.960168766361, -97.099342560344 49.960246271057, -97.099379451903 49.96025117866, -97.09946703488 49.96026282958, -97.099554815617 49.960274506735, -97.09961553753 49.960282584311, -97.100008187681 49.960334816074, -97.100034370521 49.96033838552)"
217,Mandalay Dr,A,1191.75842,1463.38063,Constable Edward Finney School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.183926510738 49.956403761056, -97.18393954779 49.956790289163, -97.183922333171 49.957201497086, -97.183902923473 49.957399551503, -97.183801745946 49.957929752818, -97.183756086046 49.958095182843, -97.183549628556 49.958656017936, -97.183471716903 49.95881568865)"
120,Marlene St,A,40.86068,257.84565,Lavallee School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.091405315017 49.844019198924, -97.091394977031 49.8440066177, -97.091295552857 49.843885619787, -97.091140312405 49.843696688765, -97.090177301221 49.842524646141, -97.090090027271 49.842419540187, -97.090044987106 49.842365297116, -97.089988884005 49.842296399446)"
170,Robertson St,A,384.33744,630.13216,Robertson School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.158211872406 49.932693748471, -97.157903980354 49.93309363668, -97.157845591837 49.93316899403, -97.157780563376 49.933252920701, -97.157540457912 49.933564231043, -97.157285326373 49.933895018486, -97.157223860185 49.933974710885, -97.157162318102 49.934054501381, -97.156925102955 49.934362050351, -97.156891950941 49.934405022841, -97.156860726401 49.934445496811, -97.156685769022 49.93467234164)"
174,Airlies St,A,1038.01625,1287.08905,Ecole Lansdowne,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.152780689141 49.936362799082, -97.15264151709 49.93654195221, -97.152519686032 49.936698781402, -97.152303438493 49.936977146997, -97.152261360485 49.9370320427, -97.152217436488 49.937089346559, -97.152144626392 49.937203207141, -97.15208717628 49.937320670813, -97.152045507563 49.937440876183, -97.152026554063 49.937522624006, -97.152024113251 49.937535710423, -97.151996008753 49.937648460985, -97.151954133803 49.937759417146, -97.151898752276 49.937867879474, -97.151857705268 49.937928665205, -97.151804490905 49.938007469087, -97.151480660379 49.938425141156)"
175,Pulberry St,A,263.87119,514.13539,Ecole Marie-Anne-Gaboury,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.120009414515 49.837313072173, -97.119746669303 49.836993213836, -97.11972315545 49.836964588527, -97.119251649106 49.836390577838, -97.118761437817 49.835793779598, -97.118755999541 49.835787158781, -97.11837695399 49.835325685655)"
176,Wolseley Ave,A,1907.67169,2158.0748,Wolseley School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.184023458057 49.880695477766, -97.184040870317 49.880693643956, -97.184137209425 49.88067910966, -97.184843172197 49.88055601982, -97.18527640519 49.880480565718, -97.185393829485 49.880456505107, -97.185507546662 49.880425899551, -97.185616684965 49.880388983675, -97.186530330828 49.880046082051, -97.186558785865 49.880035197566, -97.186588381749 49.880025667738, -97.186618964296 49.880017542213, -97.186650374183 49.880010863322, -97.186682447774 49.88000566586, -97.187108586529 49.879923620379, -97.187254273668 49.879895570472)"
178,Westgrove Way,A,55.20761,305.80927,Westgrove School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.315420057129 49.86072763433, -97.315908976671 49.860749294621, -97.31645360851 49.86077342065, -97.316550272645 49.860779093825, -97.316654702549 49.860788150203, -97.316757551438 49.860802947874, -97.316858065446 49.860823378375, -97.316955507819 49.860849291953, -97.317049164314 49.860880498666, -97.317138348437 49.860916769774, -97.317140240966 49.86091769444, -97.317222406467 49.860957839415, -97.317300722256 49.861003406553, -97.317791154653 49.861314329026, -97.317850690821 49.861349078117, -97.317914454261 49.861380537424, -97.317982011225 49.861408492942, -97.318052902155 49.861432754502, -97.318126644814 49.861453157061, -97.318202737562 49.861469561829, -97.31828066277 49.86148185721, -97.318343354393 49.861488624877, -97.318406595974 49.861492730921, -97.318540881158 49.861498592605)"
198,Winston Rd,A,125.84264,387.79616,Ecole Assiniboine,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.210807522475 49.876290691108, -97.210767303745 49.876733470795, -97.21061674247 49.878390960846, -97.210593916125 49.878642238759)"
236,Emerson Ave,A,708.53486,996.13301,Emerson School,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.05956436702 49.956859788153, -97.059541048974 49.956849414784, -97.059366222429 49.956771640982, -97.059191397616 49.956693867759, -97.05901657255 49.956616092998, -97.058841748687 49.956538318262, -97.058666925391 49.956460543268, -97.058457138284 49.956367213161, -97.058212387637 49.956258327695, -97.057967638026 49.956149441691, -97.057757853461 49.956056110265, -97.057530587352 49.955955000991, -97.057268357947 49.955838334871, -97.056649210306 49.955562871055, -97.056264497754 49.95539170609)"
132,Regina Pl,A,19.48778,241.24858,Ecole Margaret Underhill,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-96.995411028153 49.901819402206, -96.995429545217 49.902341169786, -96.995432462424 49.902423369266, -96.995435379191 49.902505556169, -96.995446075453 49.902806947613, -96.995457256723 49.903122002894, -96.995460175984 49.90320425867, -96.995463090778 49.903286388411, -96.995473009836 49.903565875134, -96.995472615224 49.903573756207, -96.995471252504 49.903581592125, -96.995468930291 49.903589333358, -96.995465663262 49.903596930973, -96.995358719351 49.903801147966)"
145,Bluewater Cres,A,26.80446,260.79625,Ecole Guyot,30,Mon-Fri June-Sept,07:00-17:30,http://clkapps.winnipeg.ca/dmis/docext/viewdoc.asp?documenttypeid=1&docid=6274,"LINESTRING (-97.085897745785 49.845079486569, -97.085858469774 49.84507041634, -97.085650917013 49.845022486237, -97.085446560915 49.844975293027, -97.085390069962 49.844963930643, -97.085332318061 49.844955632266, -97.085273701888 49.844950454895, -97.08521462406 49.844948434091, -97.08515549036 49.844949583734, -97.085096706957 49.844953895928, -97.085038677615 49.844961341053, -97.084981800917 49.844971867971, -97.084744448383 49.84502276703, -97.084559398907 49.845062449835, -97.084342173034 49.845109032926, -97.084124946272 49.845155614816, -97.083939896292 49.845195296515, -97.083706592733 49.845245324884, -97.083585913093 49.845271202926, -97.083465234336 49.845297080625, -97.083264074025 49.84534021547, -97.083038781089 49.845388524847, -97.082805463747 49.845438554755, -97.082797364239 49.845440291479)"
